"bookId","title","series","author","rating","description","language","isbn","genres","characters","bookFormat","edition","pages","publisher","publishDate","firstPublishDate","awards","numRatings","ratingsByStars","likedPercent","setting","coverImg","bbeScore","bbeVotes","price"
"16255.Tales_of_the_City","Tales of the City","Tales of the City #1","Armistead Maupin","4.03","San Francisco, 1976. A naïve young secretary, fresh out of Cleveland, tumbles headlong into a brave new world of laundromat Lotharios, pot-growing landladies, cut throat debutantes, and Jockey Shorts dance contests. The saga that ensues is manic, romantic, tawdry, touching, and outrageous—unmistakably the handiwork of Armistead Maupin.","English","9780552998765","['Fiction', 'LGBT', 'Queer', 'Humor', 'Gay', 'Classics', 'Contemporary', 'Novels', 'American', 'Literature']","['Mary Ann Singleton', 'Michael Tolliver', 'Anna  Madrigal', 'Mona Ramsey', 'Brian Hawkins']","Paperback","","272","Black Swan","1989","10/28/78","[]","37087","['13833', '13444', '7370', '1834', '606']","93","['San Francisco, California (United States)', 'California (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483075229l/16255._SY475_.jpg","2574","36",1.79
"9565548-grave-mercy","Grave Mercy","His Fair Assassin #1","Robin LaFevers","3.89","Why be the sheep, when you can be the wolf?Seventeen-year-old Ismae escapes from the brutality of an arranged marriage into the sanctuary of the convent of St. Mortain, where the sisters still serve the gods of old. Here she learns that the god of Death Himself has blessed her with dangerous gifts—and a violent destiny. If she chooses to stay at the convent, she will be trained as an assassin and serve as a handmaiden to Death. To claim her new life, she must destroy the lives of others.Ismae’s most important assignment takes her straight into the high court of Brittany—where she finds herself woefully under prepared—not only for the deadly games of intrigue and treason, but for the impossible choices she must make. For how can she deliver Death’s vengeance upon a target who, against her will, has stolen her heart?","English","9780547628349","['Fantasy', 'Young Adult', 'Historical Fiction', 'Romance', 'Historical', 'Fiction', 'Paranormal', 'Young Adult Fantasy', 'Adventure', 'Mystery']","['Ismae Rienne', 'Gavriel Duval']","Hardcover","","549","Houghton Mifflin Harcourt","April 3rd 2012","","[""Mythopoeic Fantasy Award Nominee for Children's Literature (2015)"", 'Georgia Peach Book Award Nominee for Honor book (2013)', 'RITA Award by Romance Writers of America Nominee for Young Adult Romance (2013)', 'Milwaukee County Teen Book Award Nominee (2013)', 'Lincoln Award Nominee (2017)', 'Green Mountain Book Award Nominee (2015)']","97806","['32384', '35089', '20583', '6304', '3446']","90","['Brittany (France)', 'France']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320269319l/9565548.jpg","2574","34",6.73
"17378527-the-raven-king","The Raven King","The Raven Cycle #4","Maggie Stiefvater (Goodreads Author)","4.25","The fourth and final installment in the spellbinding series from the irrepressible, #1 New York Times bestselling author Maggie Stiefvater.All her life, Blue has been warned that she will cause her true love's death. She doesn't believe in true love and never thought this would be a problem, but as her life becomes caught up in the strange and sinister world of the Raven Boys, she's not so sure anymore.","English","9780545424981","['Fantasy', 'Young Adult', 'Paranormal', 'LGBT', 'Romance', 'Fiction', 'Magic', 'Urban Fantasy', 'Audiobook', 'Young Adult Fantasy']","['Blue Sargent', 'Richard ""Dick"" Campbell Gansey III', 'Adam Parrish', 'Ronan Lynch', 'Noah (The Raven Cycle)']","Hardcover","","439","Scholastic Press","April 26th 2016","","['Mythopoeic Fantasy Award Nominee for Adult Literature (2017)', 'Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2016)', 'Premio El Templo de las Mil Puertas for Mejor novela extranjera perteneciente a saga (2017)']","101559","['50450', '32732', '13484', '3494', '1399']","95","['Henrietta, Virginia (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477103790l/17378527.jpg","2571","31",7.08
"9912.The_Rules_of_Attraction","The Rules of Attraction","","Bret Easton Ellis","3.69","Set at a small affluent liberal-arts college in New England eighties, The Rules of Attraction is a startlingly funny, kaleidoscopic novel about three students with no plans for the future—or even the present—who become entangled in a curious romantic triangle. Bret Easton Ellis trains his incisive gaze on the kids at self-consciously bohemian Camden College and treats their sexual posturings and agonies with a mixture of acrid hilarity and compassion while exposing the moral vacuum at the center of their lives. The Rules of Attraction is a poignant, hilarious take on the death of romance.","English","9780679781486","['Fiction', 'Contemporary', 'Novels', 'LGBT', 'American', 'Literature', 'Thriller', 'Dark', 'Adult', 'Literary Fiction']","['Patrick Bateman', 'Sean Bateman', 'Lauren Hynde', 'Paul Denton', 'Victor Johnson']","Paperback","","283","Vintage Contemporaries","June 30th 1998","09/28/87","[]","40537","['9291', '15151', '11467', '3406', '1222']","89","['United States of America']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468426907l/9912.jpg","2568","31",5.3
"3754026-beyond-the-shadows","Beyond the Shadows","Night Angel #3","Brent Weeks (Goodreads Author)","4.26","A new queen has usurped the throne and is leading Cenaria into disaster. The country has become a broken realm with a threadbare army, little food and no hope. So Kylar Stern plans to reinstate his closest friend Logan as King, but can he really get away with murder?In the north, the Godking's death has thrown Khalidor into civil war. To gain the upper hand, one faction attempts to raise the goddess Khali herself. But they are playing with volatile powers, and trigger conflict on a vast scale. Seven armies will converge to save - or destroy - an entire continent.Kylar has finally learnt the bitter cost of immortality, and is faced with a task only he can complete. To save his friends, and perhaps his enemies, he must assassinate a goddess. Failure will doom the south. Success will cost him everything he's ever loved.","English","9780316033664","['Fantasy', 'Fiction', 'Epic Fantasy', 'Magic', 'High Fantasy', 'Adventure', 'Science Fiction Fantasy', 'Dark Fantasy', 'Epic', 'Adult']","['Azoth', 'Durzo Blint', 'Elene Cromwyll', 'Logan Gyre', 'Viridiana Sovari', 'Gwinvere Kirena', 'Feir Cousat', 'Dorian Ursuul', 'Brant Agon', 'Lantano Garuwashi', 'Solonariwan Tofusin', 'Jenine Gyre', 'Ariel Wyant', 'Neph Dada']","Mass Market Paperback","","689","Orbit","December 1st 2008","","[]","88492","['43300', '29735', '11715', '2714', '1028']","96","['Midcyru', 'Cenaria', 'Khalidor', 'Alitaera', 'Seth']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881432l/3754026.jpg","2565","31",3.57
"187812.Avalon_High","Avalon High","Avalon High #1","Meg Cabot (Goodreads Author)","3.81","To newcomer Ellie, Avalon High seems like a typical American high school, complete with jocks, nerds, cheerleaders, and even the obligatory senior class president, quarterback, and all-around good guy. But it doesn't take Ellie long to suspect that something weird is going on beneath the glossy surface of this tranquil hall of learning. As she pieces together the meaning of this unfolding drama, she begins to recognize some haunting Arthurian echoes, causing her to worry that she has become just a pawn in mythic history. A powerful novel by the author of The Princess Diaries.","English","9780060755867","['Young Adult', 'Fantasy', 'Romance', 'Chick Lit', 'Fiction', 'Teen', 'Mythology', 'Retellings', 'Paranormal', 'Contemporary']","['Elaine Harrison', 'A. William Wagner', 'Jennifer Gold', 'Lance Reynolds', 'Mr. Morton (Avalon High)']","Hardcover","","288","HarperCollins Publishers","January 1st 2006","01/01/05","['South Carolina Book Award Nominee for Young Adult Book Award (2009)', 'Lincoln Award Nominee (2010)']","43400","['12968', '14123', '12054', '3445', '810']","90","['Annapolis, Maryland (United States)', 'Maryland (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172542154l/187812._SY475_.jpg","2564","34",4.22
"13637412","ساق البامبو","","سعود السنعوسي (Goodreads Author), Saud Alsanousi","4.22","لماذا كان جلوسي تحت الشجرة يزعج أمي؟ أتراها كانت تخشى أن تنبت لي جذور تضرب في عمق الأرض ما يجعل عودتي إلى بلاد أبي أمراً مستحيلاً؟..ربما، ولكن، حتى الجذور لا تعني شيئاً أحياناً. لو كنت مثل نبتة البامبو.. لا انتماء لها.. نقتطع جزءاً من ساقها.. نغرسه، بلا جذور، في أي أرض.. لا يلبث الساق طويلاً حتى تنبت له جذور جديدة.. تنمو من جديد.. في أرض جديدة.. بلا ماض.. بلا ذاكرة.. لا يلتفت إلى اختلاف الناس حول تسميته.. كاوايان في الفلبين.. خيزران في الكويت.. أو بامبو في أماكن أخرى.","Arabic","9786140105232","['Novels', 'Fiction', 'Literature', 'Contemporary', 'Drama', 'Social']","[]","Paperback","29","400","الدار العربية للعلوم ناشرون","2014","05/28/12","['الجائزة العالمية للرواية العربية (أي باف) / International Prize for Arabic Fiction (IPAF) (2013)', 'جائزة الدولة التشجيعية - الكويت (2012)', 'Saif Ghobash Banipal Prize for Jonathan Wright (2016)']","51169","['24015', '17809', '6939', '1648', '758']","95","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336743682l/13637412.jpg","2563","28",9.81
"13125947-reached","Reached","Matched #3","Ally Condie (Goodreads Author)","3.56","After leaving Society to desperately seek The Rising, and each other, Cassia and Ky have found what they were looking for, but at the cost of losing each other yet again. Cassia is assigned undercover in Central city, Ky outside the borders, an airship pilot with Indie. Xander is a medic, with a secret. All too soon, everything shifts again.","","9780525423669","['Young Adult', 'Dystopia', 'Romance', 'Science Fiction', 'Fiction', 'Fantasy', 'Teen', 'Audiobook', 'Adventure', 'Post Apocalyptic']","['Cassia Reyes', 'Ky Markham', 'Xander Carrow']","Hardcover","Dutton","512","Penguin","November 13th 2012","","[]","141223","['32010', '43207', '43439', '16746', '5821']","84","[]","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330717582l/13125947.jpg","2561","35",4.5
"18189606-since-you-ve-been-gone","Since You've Been Gone","","Morgan Matson (Goodreads Author)","4.12","It was Sloane who yanked Emily out of her shell and made life 100% interesting. But right before what should have been the most epic summer, Sloane just…disappears. All she leaves behind is a to-do list.On it, thirteen Sloane-inspired tasks that Emily would normally never try. But what if they could bring her best friend back?Apple picking at night? Okay, easy enough.Dance until dawn? Sure. Why not?Kiss a stranger? Um... Emily now has this unexpected summer, and the help of Frank Porter (totally unexpected), to check things off Sloane's list. Who knows what she’ll find?Go skinny-dipping? Wait...what?","English","9781442435001","['Contemporary', 'Young Adult', 'Romance', 'Fiction', 'Young Adult Contemporary', 'Realistic Fiction', 'Chick Lit', 'Audiobook', 'Mystery', 'Coming Of Age']","['Emily Hughes', 'Frank Porter']","Hardcover","","449","Simon & Schuster","May 6th 2014","","['The Inky Awards Nominee for Silver Inky (2015)', 'Goodreads Choice Award Nominee for Young Adult Fiction (2014)']","95635","['39974', '34387', '15463', '4014', '1797']","94","['Stanwich, Connecticut (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377702326l/18189606.jpg","2559","28",3.28
"18297707-tangled","Tangled","Tangled #1","Emma Chase (Goodreads Author)","4.08","Drew Evans is a winner. Handsome and arrogant, he makes multimillion dollar business deals and seduces New York’s most beautiful women with just a smile. He has loyal friends and an indulgent family. So why has he been shuttered in his apartment for seven days, miserable and depressed? He’ll tell you he has the flu.But we all know that’s not really true.Katherine Brooks is brilliant, beautiful and ambitious. She refuses to let anything - or anyone - derail her path to success. When Kate is hired as the new associate at Drew’s father’s investment banking firm, every aspect of the dashing playboy’s life is thrown into a tailspin. The professional competition she brings is unnerving, his attraction to her is distracting, his failure to entice her into his bed is exasperating. Then, just when Drew is on the cusp of having everything he wants, his overblown confidence threatens to ruin it all. Will he be able untangle his feelings of lust and tenderness, frustration and fulfillment? Will he rise to the most important challenge of his life? Can Drew Evans win at love? Tangled is not your mother’s romance novel. It is an outrageous, passionate, witty narrative about a man who knows a lot about women…just not as much as he thinks he knows. As he tells his story, Drew learns the one thing he never wanted in life, is the only thing he can’t live without.","English","B00DJWV11I","['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Humor', 'Adult', 'Chick Lit', 'Erotica', 'Fiction', 'Erotic Romance']","['Drew Evans', 'Katherine Brooks']","Kindle Edition","","254","Gallery Books","August 2nd 2013","05/20/13","['All About Romance (AAR) Annual Reader Poll for Funniest Romance  (2014)', 'Goodreads Choice Award for Debut Author and Nominee for Romance (2013)']","106733","['46418', '34143', '17715', '5330', '3127']","92","['New York City, New York (United States)']","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375808439l/18297707.jpg","2559","32",""
